"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RV8XHVDG","journalArticle","2024","Liu, Bufan; Chen, Chun-Hsien; Wang, Zuoxu","A multi-hierarchical aggregation-based graph convolutional network for industrial knowledge graph embedding towards cognitive intelligent manufacturing","Journal of Manufacturing Systems","","0278-6125","10.1016/j.jmsy.2024.08.012","https://www.sciencedirect.com/science/article/pii/S0278612524001766","The rapid development and widespread applications of cognitive computing technologies have led to a paradigm shift towards cognitive intelligent development in manufacturing, where knowledge plays an increasingly important role in enabling higher levels of cognition. Knowledge graph (KG) has emerged as one of the essential tools in cognitive intelligent manufacturing and its completion would significantly impact the quality of knowledge. To facilitate effective knowledge management, KG embedding has proven to be an effective approach for KG completion. However, existing models have deficiencies in achieving relation-specific transformations, differentiating the neighbor nodes, and exploiting the intermediate information generated during the KG embedding learning process, which is prone to limit model performance and hinder successful applications. To address these limitations, this paper proposes a new multi-hierarchical aggregation-based graph convolutional network (GCN), consisting of relation-aware, entity-aware, and across-block aggregation. A parallel relation and entity-aware aggregation (PREA) block is established to simultaneously perform relation-specific transformations and entity-differentiated learning. Additionally, an across-block aggregation is constructed to efficiently integrate extracted information from the intermediate stacked block. To demonstrate the effectiveness and superiority of the proposed approach, 3D printing KG is constructed, which is a representative knowledge-intensive industry linking to a variety of aspects like raw materials, adhesion, usages, etc. Extensive experiments are conducted based on the link prediction task. Illustrative examples are provided to reveal the practical implementation of the proposed method, along with technical details and insightful opinions, exhibiting its promising applications.","2024-10-01","2024-08-22 02:19:34","2026-06-13 10:04:42","","320-332","","","76","","Journal of Manufacturing Systems","","","","","","","","","","","","","","","JCR分区: Q1 中科院分区升级版: 工程技术1区 影响因子: 14.2 5年影响因子: 13.9 EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Liu et al_2024_Journal of Manufacturing Systems_A multi-hierarchical aggregation-based graph convolutional network for industrial knowledge graph.pdf","","Cognitive intelligent manufacturing; Graph convolutional network; Knowledge graph; Link prediction; Multi-hierarchical aggregation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4WD3TUB","journalArticle","2022","Wang, Zuoxu; Liu, Jihong; Zheng, Lianyu","The Evolution, Framework, and Future of Cognitive Intelligence-enabled Product Design","Procedia CIRP","","","10.1016/j.procir.2022.05.289","https://www.sciencedirect.com/science/article/pii/S2212827122007387","In recent years, the powerful capabilities of big data and intelligent algorithms (e.g., machine learning (ML) and deep learning (DL)) have fostered a new product design paradigm called Artificial intelligence (AI)-enabled design. Although current AI-enabled design outperforms many other classic design methods by effectiveness and efficiency, most of its applications are still preliminary AI-based applications, such as classification, recognition, and detection. Many domain knowledge and design knowledge among historical design cases and designers have not been fully recognized and explored. To bridge the semantic gap between humans and systems/machines, this study proposed a cognitive intelligence-enabled product design (CIPD) framework in which cognitive computing serves as the key enabler. To make the vision concrete, this study proposes a CIPD framework to illustrate the relationship between cognitive intelligence and product design. Meanwhile, the prospective human-like capabilities of CIPD and the critical enabling technologies are also described. Finally, some potential CIPD industrial applications are envisioned.","2022-01-01","2024-07-17 04:21:32","2026-06-13 10:08:33","","526-531","","","109","","Procedia CIRP","","","","","32nd CIRP Design Conference (CIRP Design 2022) - Design in a changing world","","","","","","","","","","EI: 是","","","","AI-enabled product design; artificial intelligence; cognitive computing; cognitive intelligence-enabled product design; product design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LBEPGQ7","journalArticle","2022","Wang, Zuoxu; Zheng, Pai; Li, Xinyu; Chen, Chun-Hsien","Implications of data-driven product design: From information age towards intelligence age","Advanced Engineering Informatics","","1474-0346","10.1016/j.aei.2022.101793","https://www.sciencedirect.com/science/article/pii/S1474034622002518","Data-driven design (D3), a new design paradigm benefited from advanced data analytics and computational intelligence, has gradually promoted the research of data-driven product design (DDPD) ever since 2000 s. In today’s Intelligence Age, some theoretical and practical studies have tried to achieve the advanced intelligence capabilities in DDPD. However, to the authors' best knowledge, there is still a lack of a holistic summary of DDPD with chronological concern in the intelligence age. To bridge the gap, this research undertakes a literature review of DDPD publications from 2000 to date (19/09/2022), of which 172 relevant papers are discussed via bibliometric analysis and state-of-the-art analysis. The results shown that DDPD has vitality in the Intelligence Age by combining the cutting-edge digital technologies, such as AI, additive manufacturing, digital twin, and so on. Moreover, current DDPD studies could outperform the classical design methods on the well-defined tasks, but it still cannot master the creative/innovative design tasks which require the cognitive capability. This survey further highlights several future research potentials including cognitive intelligence-enabled design, end-to-end design integration, advanced design knowledge support, design for additive manufacturing, and sustainable smart product-service systems. It is hoped that this work can be regarded as a reference to understand the roadmap of DDPD and offer insights for the design practitioners to complete relevant tasks in today’s intelligence age.","2022-10-01","2023-07-21 03:15:14","2026-06-13 10:06:45","2023-07-21 03:15:14","101793","","","54","","Advanced Engineering Informatics","Implications of data-driven product design","","","","","","","en","","","","","ScienceDirect","","JCR分区: Q1 中科院分区升级版: 工程技术1区 影响因子: 9.9 5年影响因子: 10.0 EI: 是","","C:\Users\zuoxu\Zotero\storage\YNJAIZ4K\S1474034622002518.html; E:\OneDrive\literature_library\storage\wangzuoxu\Wang et al_2022_Advanced Engineering Informatics_Implications of data-driven product design - From information age towards intelligence age.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6EB6KD99","journalArticle","2021","Li, Xinyu; Lyu, Mengtao; Wang, Zuoxu; Chen, Chun-Hsien; Zheng, Pai","Exploiting knowledge graphs in industrial products and services: A survey of key aspects, challenges, and future perspectives","Computers in Industry","","0166-3615","10.1016/j.compind.2021.103449","https://www.sciencedirect.com/science/article/pii/S0166361521000567","The rapid development of information and communication technologies has enabled a value co-creation paradigm for developing industrial products and services, where massive heterogeneous data and multidisciplinary knowledge are generated and leveraged. In this context, Knowledge Graph (KG) emerges as a promising tool to elicit, fuse, process, and utilize numerous entities and relationships embedded in products and services, as well as their stakeholders. Nevertheless, to the best of the authors’ knowledge, there is scarcely any comprehensive and thorough discussion about making full use of KG’s potentials to solve pain points of product development and service innovation in the industry. Aiming to fill this gap, this paper conducted a systematic survey of KG exploitations in industrial products and services and the customizations towards higher adaptability to practices. The authors selected 119 representative papers (up to 10/03/2021) together with other 29 supplementary works to summarize the technical and practical efforts and discuss the current challenges of exploiting KG in industrial products and services. Meantime, this work also highlights enhancing KG’s availability and boosting its productivity in industrial products and services development as the core future perspectives to explore. It is hoped that this work can provide a basis for the explorations and implementations of KG-supported industrial product and services development, and attract more open discussions to the exploitation of KG-enabled industrial information systems.","2021-08-01","2023-06-02 02:52:59","2026-06-13 10:06:28","2023-06-02 02:52:59","103449","","","129","","Computers in Industry","Exploiting knowledge graphs in industrial products and services","","","","","","","en","","","","","ScienceDirect","","JCR分区: Q1 中科院分区升级版: 计算机科学1区 影响因子: 9.1 5年影响因子: 10.4 EI: 是","","C:\Users\zuoxu\Zotero\storage\4R9G7VEG\S0166361521000567.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Y54CXUS","book","2021","Zheng, Pai; Chen, Chun-Hsien; Wang, Zuoxu","Smart Product-Service Systems","","0-323-85247-5","","","https://www.elsevier.com/books/smart-product-service-systems/zheng/978-0-323-85247-0","","2021","2023-02-19 04:12:01","2023-02-19 04:16:44","","","","","","","","","","","","","Elsevier-Health Science","","","","","","","","","","","C:\Users\zuoxu\Zotero\storage\GMWIJLLI\978-0-323-85247-0.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2JJWGT7","journalArticle","2020","Cong, Jing-chen; Chen, Chun-Hsien; Zheng, Pai; Li, Xinyu; Wang, Zuoxu","A holistic relook at engineering design methodologies for smart product-service systems development","Journal of Cleaner Production","","0959-6526","10.1016/j.jclepro.2020.122737","http://www.sciencedirect.com/science/article/pii/S0959652620327840","","2020","2023-08-17 07:43:09","2026-06-13 10:04:11","","122737","","","272","","","","","","","","","","","","","","","","","Type: Journal Article JCR分区: Q1 中科院分区升级版: 环境科学与生态学1区 影响因子: 10.0 5年影响因子: 10.7 EI: 是","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FDGWRIXC","journalArticle","2021","Li, Xinyu; Lyu, Mengtao; Wang, Zuoxu; Chen, Chun-Hsien; Zheng, Pai","Exploiting knowledge graphs in industrial products and services: A survey of key aspects, challenges, and future perspectives","Computers in Industry","","0166-3615","10.1016/j.compind.2021.103449","https://www.sciencedirect.com/science/article/pii/S0166361521000567","","2021","2023-08-17 09:26:52","2026-06-13 10:06:20","","103449","","","129","","","","","","","","","","","","","","","","","Type: Journal Article JCR分区: Q1 中科院分区升级版: 计算机科学1区 影响因子: 9.1 5年影响因子: 10.4 EI: 是","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU9YMLXP","conferencePaper","","Lee, Ching-Hung; Chen, Chun-Hsien; Lee, Yu-Chi; Wang, ZuoXu","An integrated computer-aided design environment for customizing product/service systems","Proceedings of 25th ISPE International Conference on Trans Disciplinary Engineering (TE2018), Modena, Italy","","","10.3233/978-1-61499-898-3-469","","","","2023-08-17 09:26:52","2023-08-17 09:27:11","","469-477","","","7","","","","","","","","","","","","","","","","","Type: Conference Proceedings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPLD6QGW","journalArticle","2021","Li, Xinyu; Wang, Zuoxu; Chen, Chun-Hsien; Zheng, Pai","A data-driven reversible framework for achieving Sustainable Smart product-service systems","Journal of Cleaner Production","","0959-6526","10.1016/j.jclepro.2020.123618","https://www.sciencedirect.com/science/article/pii/S0959652620336635","","2021","2023-08-17 09:26:52","2026-06-13 10:03:56","","123618","","","279","","","","","","","","","","","","","","","","","Type: Journal Article JCR分区: Q1 中科院分区升级版: 环境科学与生态学1区 影响因子: 10.0 5年影响因子: 10.7 EI: 是","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F9IMSBNJ","journalArticle","2022","Li, Shufei; Zheng, Pai; Wang, Zuoxu; Fan, Junming; Wang, Lihui","Dynamic Scene Graph for Mutual-Cognition Generation in Proactive Human-Robot Collaboration","Procedia CIRP","","2212-8271","10.1016/j.procir.2022.05.089","https://www.sciencedirect.com/science/article/pii/S2212827122003730","","2022","2023-08-17 09:26:52","2026-06-13 10:05:53","","943-948","","","107","","","","","","","","","","","","","","","","","Type: Journal Article EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Li et al_2022_Dynamic Scene Graph for Mutual-Cognition Generation in Proactive Human-Robot Collaboration.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6N3E8EM6","conferencePaper","","Zheng, Pai; Wang, Zuoxu; Chen, Chun-Hsien","Smart product-service systems: A novel transdisciplinary sociotechnical paradigm","26th ISTE International Conference on Transdisciplinary Engineering,","","","10.3233/ATDE190128","","","","2023-08-17 09:26:57","2023-08-17 09:26:57","","234-241","","","10","","","","Advances in Transdisciplinary Engineering","","","","","","","","","","","","","Type: Conference Proceedings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQAHKSLV","journalArticle","2024","Liang, Xinxin; Wang, Zuoxu; Li, Mingrui; Yan, Zhijie","A survey of LLM-augmented knowledge graph construction and application in complex product design","Procedia CIRP","","2212-8271","10.1016/j.procir.2024.07.069","https://www.sciencedirect.com/science/article/pii/S2212827124007911","In the field of complex product design, deploying knowledge graphs (KGs) has become a promising trend due to its strength on exploiting and applying the large-scale, complex, and specialized domain knowledge. In recent years, large language models (LLMs) have also attracted much attention due to their outstanding performance in natural language understanding and generation. However, in the research of complex product design dominated by domain knowledge, few studies involve LLMS and KG at the same time. To fill this gap, we survey 42 articles published in the last four years, focusing on three key questions. The combination of LLM and KG in specific applications in complex product design is deeply discussed. The analysis reveals how these techniques facilitate data collection, design concept formation and design process optimization and proposes a technical framework combining LLM and KG for complex product design domain. In addition, we identify key challenges and propose directions for future research. As an explorative survey paper, this paper provides insightful ideas for implementing more specialized domain knowledge graph in complex product design field.","2024-01-01","2024-10-29 03:22:12","2026-06-13 10:05:11","2024-10-29 03:22:12","870-875","","","128","","Procedia CIRP","","34th CIRP Design Conference","","","","","","","","","","","ScienceDirect","","EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Liang et al_2024_Procedia CIRP_A survey of LLM-augmented knowledge graph construction and application in complex product design.pdf","","","/Reading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KR5VMVC","journalArticle","2019","Wang, Zuoxu; Chen, Chun-Hsien; Zheng, Pai; Li, Xinyu; Khoo, Li Pheng","A novel data-driven graph-based requirement elicitation framework in the smart product-service system context","Advanced Engineering Informatics","","1474-0346","10.1016/j.aei.2019.100983","https://www.sciencedirect.com/science/article/pii/S1474034619305567","","2019","2023-08-17 09:26:56","2026-06-13 10:04:58","","100983","","","42","","","","","","","","","","","","","","","","","JCR分区: Q1 中科院分区升级版: 工程技术1区 影响因子: 9.9 5年影响因子: 10.0 EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Wang et al_2019_A novel data-driven graph-based requirement elicitation framework in the smart product-service.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FUA3CS2T","journalArticle","2020","Li, Xinyu; Chen, Chun-Hsien; Zheng, Pai; Wang, Zuoxu; Jiang, Zuhua; Jiang, Zhixing","A Knowledge Graph-Aided Concept–Knowledge Approach for Evolutionary Smart Product–Service System Development","Journal of Mechanical Design","","1050-0472","10.1115/1.4046807","https://doi.org/10.1115/1.4046807","","2020","2023-08-17 09:26:52","2026-06-13 10:04:36","","101403","","10","142","","","","","","","","","","","","","","","","","JCR分区: Q2 中科院分区升级版: 工程技术3区 影响因子: 3.0 5年影响因子: 3.3 EI: 是","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPJL6TQ5","conferencePaper","","Wang, Zuoxu; Zheng, Pai; Lee, Ching-Hung; Chen, Chun-Hsien","Knowledge representation and reasoning methods in the concept development of product design : a state-of-the-art review","25th ISPE International Conference on Transdisciplinary Engineering (TE2018)","","","10.3233/978-1-61499-898-3-478","","","","2023-08-17 09:26:56","2023-08-17 09:27:19","","","","","","","","","","","","","","","","","","","","","","Type: Conference Proceedings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WA3BTWD8","conferencePaper","","Saymeh, Haneen A. F.; Zhang, Xiangying; Peng, Tao; Tang, Renzhong; Wang, Zuoxu; Zheng, Pai","Exploration of the digital innovation process in the smart product-service system","41st Computers and Information in Engineering Conference, CIE 2021, Held as Part of the ASME 2021 International Design Engineering Technical Conferences and Computers and Information in Engineering Conference, IDETC-CIE 2021, August 17, 2021 - August 19, 2021","","","10.1115/DETC2021-70848","http://dx.doi.org/10.1115/DETC2021-70848","","","2023-08-17 09:26:54","2023-08-17 09:26:54","","Computers and Information in Engineering Division; Design Engineering Division","","","2","","","","Proceedings of the ASME Design Engineering Technical Conference","","","","American Society of Mechanical Engineers (ASME)","","","","","","","","","Type: Conference Proceedings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJAENCJT","journalArticle","2019","Pai, Zheng; Yang, Liu; Fei, Tao; Zuoxu, Wang; Chun-Hsien, Chen","Smart Product-Service Systems Solution Design via Hybrid Crowd Sensing Approach","IEEE Access","","2169-3536","10.1109/ACCESS.2019.2939828","","","2019","2023-08-17 09:26:53","2026-06-13 10:08:19","","128463-128473","","","7","","","","","","","","","","","","","","","","","Type: Journal Article JCR分区: Q2 中科院分区升级版: 计算机科学4区 影响因子: 3.6 5年影响因子: 3.9 EI: 是","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQCKQHSE","bookSection","2019","Wang, Zuoxu; Zheng, Pai; Chen, Chun-Hsien; Khoo, Li Pheng","A survey of requirements management in smart product-service systems","Transdisciplinary Engineering for Complex Socio-technical Systems","","","","","","2019","2023-08-17 09:26:56","2023-08-17 09:26:56","","613-622","","","","","","","","","","","IOS Press","","","","","","","","","Type: Book Section","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NS25R57E","conferencePaper","","Wang, Zuoxu; Zheng, Pai; Chen, Chun-Hsien; Khoo, Li Pheng","A graph-based requirement elicitation approach in the context of smart product-service systems","48th International Conference on Computers and Industrial Engineering,","21648689","","","","","","2023-08-17 09:26:56","2023-08-17 09:26:56","","","","","","","","","Proceedings of International Conference on Computers and Industrial Engineering","","","","","","","","","","","","","Type: Conference Proceedings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6XF39BF","conferencePaper","","Wang, Zuoxu; Li, Xinyu; Zheng, Pai; Chen, Chun-Hsien; Khoo, Li Pheng","Smart product-service system configuration: a novel hypergraph model-based approach","2020 IEEE 16th International Conference on Automation Science and Engineering (CASE)","2161-8089","","10.1109/CASE48305.2020.9216890","","","","2023-08-17 09:26:56","2023-08-17 09:26:56","","323-328","","","","","","","","","","","","","","","","","","","","Type: Conference Proceedings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDQIBQP4","conferencePaper","","Wang, Zuoxu; Li, Xinyu; Chen, Chun-Hsien; Khoo, Li Pheng","Evaluating Smart PSS Solutions with Context-Awareness in Usage Phase","27th ISPE International Conference on Transdisciplinary Engineering (TE)","2516-2314","","","","","","2023-08-17 09:26:56","2023-08-17 09:26:56","","","","","","","","","","","","","","","","","","","","","","Type: Conference Proceedings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3AZ6NLZ","journalArticle","2022","Wang, Zuoxu; Chen, Chun-Hsien; Zheng, Pai; Li, Xinyu; Song, Wenyan","A hypergraph-based approach for context-aware smart product-service system configuration","Computers & Industrial Engineering","","0360-8352","10.1016/j.cie.2021.107816","https://www.sciencedirect.com/science/article/pii/S0360835221007208","Smart product-service system (Smart PSS) is a heterogeneous and integrated system in which manufacturers/service providers deliver integrated and customized product-service bundles (PSBs) in a sustainable manner. Smart PSS configuration, a process of selecting proper PSBs based on user requirements, is expected to be further flexible to adjust the configuration results based on users’ straightforward requirements that contain user-preferred usage scenarios and technical attributes. However, the technical attributes provided by users might be inaccurate due to a lack of professional knowledge, thus prone to unaligned configuration results. Besides, sorely technical attributes other than a comprehensive scope of information was emphasized in the conventional PSS configurators. To address these problems, this paper proposes a novel hypergraph-based Smart PSS configuration framework. Contrary to the conventional configurators that emphasize the mapping between technical attributes and PSBs, the proposed framework introduces usage scenario information as the auxiliary information, which is usually straightforwardly expressed by users. To represent the heterogeneous information with less local information loss, a hypergraph model based on the requirement attribute-product-service bundles-usage scenario (RA-PSB-US) data model is established. Besides, a hypergraph ranking algorithm is adapted to rank the PSBs. To mitigate the proneness of selecting settled PSBs other than returning adaptable results (i.e., the bias of hypergraph-based Smart PSS configuration) during the configuration process, an unbiased hypergraph ranking algorithm is proposed by normalizing the hyperedge degree. Finally, a comparative study is conducted based on an online 3D printing service review dataset to validate its effectiveness and advantages.","2022-01-01","2024-04-16 13:44:57","2026-06-13 10:04:15","2024-04-16 13:44:57","107816","","","163","","Computers & Industrial Engineering","","","","","","","","","","","","","ScienceDirect","","JCR分区: Q1 中科院分区升级版: 工程技术2区 影响因子: 6.5 5年影响因子: 7.0 EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Wang et al_2022_Computers & Industrial Engineering_A hypergraph-based approach for context-aware smart product-service system configuration.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XSW4BBB","journalArticle","2021","Wang, Zuoxu; Chen, Chun-Hsien; Li, Xinyu; Zheng, Pai; Khoo, Li Pheng","A context-aware concept evaluation approach based on user experiences for smart product-service systems design iteration","Advanced Engineering Informatics","","1474-0346","10.1016/j.aei.2021.101394","https://doi.org/10.1016/j.aei.2021.101394","With the trend of ‘digitalization’ and ‘servitization’ in the manufacturing industry, numerous product-service systems fail to seize a market share and encounter an imbalance between digital investments and expected revenues. This phenomenon is probably caused by the insufficient evaluation on user experience and by the lag between user requirement changes and the offered solutions. Both limitations can be mitigated via automatic Smart PSS evaluation based on broader concerns on user experience information that was collected from either product-service bundles or user behavior. In this paper, a context-aware concept evaluation approach is proposed for Smart PSS design iteration, aiming to satisfy users in a more timely and automatic manner. Derived from the conventional information axiom method, the proposed approach introduces a context-aware evaluation indicator identification module and an automatic system range identification procedure based on natural language processing techniques, and eventually return the most robust concepts during the usage phase. With less human intervention in the design process, it relieves the lag between user requirement changes and the solutions, and reduces the prescriptive instructions in the conventional information axiom method. A case study of a 3D printer company’s design iteration is conducted, which proves the proposed approach’s feasibility. It is hoped that this work provides practical guidance for achieving a more context-aware Smart PSS development.","2021-10-01","2024-04-01 03:29:18","2026-06-13 10:03:24","2024-04-01 03:29:18","","","C","50","","Adv. Eng. Inform.","","","","","","","","","","","","","ACM Digital Library","","JCR分区: Q1 中科院分区升级版: 工程技术1区 影响因子: 9.9 5年影响因子: 10.0 EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Wang et al_2021_Adv. Eng. Inform._A context-aware concept evaluation approach based on user experiences for smart product-service.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDTZCLZ4","journalArticle","2019","Zheng, Pai; Wang, Zuoxu; Chen, Chun-Hsien; Pheng Khoo, Li","A survey of smart product-service systems: Key aspects, challenges and future perspectives","Advanced Engineering Informatics","","1474-0346","10.1016/j.aei.2019.100973","http://www.sciencedirect.com/science/article/pii/S1474034619305464","","2019","2023-08-17 09:26:57","2026-06-13 10:05:19","","100973","","","42","","","","","","","","","","","","","","","","","Type: Journal Article TLDR: A systematic review of Smart PSS or related papers published ever since its first brought up to date is conducted, and it is found that several hybrid concerns are the key challenges faced, and self-adaptiveness with sustainability, advanced IT infrastructure, human-centric perspectives, and circular lifecycle management are the core future perspectives to explore. JCR分区: Q1 中科院分区升级版: 工程技术1区 影响因子: 9.9 5年影响因子: 10.0 EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Zheng et al_2019_A survey of smart product-service systems - Key aspects, challenges and future perspectives.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8TX359H","journalArticle","2026","Liang, Xinxin; Wang, Zuoxu; Li, Mingrui; Chen, Chun-Hsien; Liu, Jihong","End-to-end multimodal knowledge graph construction for industrial exploded views via attention-guided expert chains","Journal of Manufacturing Systems","","0278-6125","10.1016/j.jmsy.2025.10.013","https://www.sciencedirect.com/science/article/pii/S0278612525002602","Industrial exploded views (IEVs) integrate images, text, and part–assembly relations, which is essential for advancing intelligent manufacturing. However, semantic ambiguities, structural inconsistencies, and fragmented annotations hinder effective knowledge extraction and reuse. We cast extraction from IEVs as constrained inference over scene graphs and present a Scene-aware Cascade Expert Chain (SACEC) that incrementally resolves entities, relations, and assembly context. A Visual–Structural–Rule (VSR) validator then enforces domain rules and semantic consistency on every triple. A dynamic triple-cutting strategy selects credible triples by jointly balancing local evidence, contextual coherence, and assembly order, yielding a multimodal knowledge graph (MMKG). We also introduce the Industrial Exploded-View (IEV) dataset, with fine-grained component and relation annotations and assembly-order metadata. Experiments on VRD, VG150, and the IEV dataset demonstrate significant improvements over state-of-the-art baselines, achieving R@100 of 73.2%, 63.9%, and 67.4%, and TripleAcc of 31.8%, 20.2%, and 24.9%. At the triple level, we further obtain P@100 of 54.9%, 39.8%, and 49.6%, and F1@100 of 46.2%, 34.1%, and 45.1%. Against strong path- and context-based baselines, our method improves by up to +7.4pp in recall@100, +2.7pp in TripleAcc, +15.8pp in Precision@100, and +13.5pp in F1@100. The approach reduces manual annotation and yields interpretable, audit-ready outputs for intelligent design and process planning, offering a practical route to automated and interpretable knowledge extraction in industrial environments.","2026-02-01","2025-12-29 08:15:44","2026-06-13 10:06:01","2025-12-29 08:15:44","85-99","","","84","","Journal of Manufacturing Systems","","","","","","","","","","","","","ScienceDirect","","JCR分区: Q1 中科院分区升级版: 工程技术1区 影响因子: 14.2 5年影响因子: 13.9 EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Liang et al_2026_Journal of Manufacturing Systems_End-to-end multimodal knowledge graph construction for industrial exploded views via.pdf; E:\OneDrive\literature_library\storage\wangzuoxu\Liang et al_2026_Journal of Manufacturing Systems_End-to-end multimodal knowledge graph construction for industrial exploded views via2.pdf","","","/Reading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUZSWLI5","journalArticle","2025","Xie, Yanling; Liu, Jihong; Wang, Ruiwen; Wang, Zuoxu; Yu, Kai; Song, Ziming","Rapid generation method of process routes based on multi-agent collaboration with LLMs","Advanced Engineering Informatics","","1474-0346","10.1016/j.aei.2025.103733","https://www.sciencedirect.com/science/article/pii/S1474034625006263","In the process of process design for manufacturing, issues such as high reliance on personal experience and knowledge, along with long design cycles, are common. This paper proposes a rapid method for generating machining process routes based on Large Language Models (LLMs) and multi-agent collaboration. The complex task of generating process routes is broken down into four subtasks: machining feature recognition, machining feature sorting, machining feature process chain and resource selection, and process route merging and optimization. Each subtask is assigned to an agent fine-tuned with LLMs, equipped with different specialized tools such as STP file parsing and process knowledge base querying, to endow each agent with distinct expertise. The agents collaborate by exchanging information to achieve the rapid, automated generation of machining process routes, offering heuristic ideas for process designers. The TOPSIS evaluation method integrating quantitative and qualitative indicators based on actual production data and expert scores is used to compare the final generated processing route with typical ones, showing that it achieves a higher closeness degree. This demonstrates the advantages of multi-agent collaboration in complex tasks, providing a new solution for the automation and intelligence of process design in intelligent manufacturing systems.","2025-11-01","2025-10-26 11:53:47","2026-06-13 10:08:06","2025-10-26 11:53:47","103733","","","68","","Advanced Engineering Informatics","","","","","","","","","","","","","ScienceDirect","","JCR分区: Q1 中科院分区升级版: 工程技术1区 影响因子: 9.9 5年影响因子: 10.0 EI: 是","","E:\OneDrive\literature_library\storage\wangzuoxu\Xie et al_2025_Advanced Engineering Informatics_Rapid generation method of process routes based on multi-agent collaboration with LLMs.pdf","","","/Reading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
